DEPOSIT_NAME,CRITICAL_MINERAL,DEPOSIT_TYPE,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL
Dabaoshan,Gallium; Indium; Germanium,"Ga, Ge, and In in Clastic-dominated Sedimentary exhalative Pb-Zn",24.55416667,113.7222222,China,
Dajia,Gallium,Ga in Bauxite,22.624774,109.184334,China,
"Dalaba, Dabola",Gallium,Ga in Bauxite,11.68811111,-12.21960556,Guinea,
Darling Range,Gallium,Ga in Bauxite,-32.573514,116.165139,Australia,
Degtyarskoe,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",56.712632,60.087957,Russia,
Del Park,Gallium,Ga in Bauxite,-32.54760278,115.9906889,Australia,
Dengjiashan,Gallium,Ga in Clastic-dominated Pb-Zn,33.84583333,105.3602778,China,
Detour,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",49.8,-78.94298,Canada,
Diandian-Ouroubé,Gallium,Ga in Bauxite,10.734675,-13.04264444,Guinea,
Dogankuzu,Gallium,Ga in Bauxite,37.27451667,31.88629444,Turkey,
Drenchwater,Gallium,Ga in Clastic-dominated Pb-Zn,68.566667,-158.683333,United States of America,Alaska
Ducktown,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",35.008889,-84.394722,United States of America,Tennessee
Duddar,Gallium,Ga in Clastic-dominated Pb-Zn,26.2333,64.6617,Pakistan,
Dugald River,Gallium,Ga in Clastic-dominated Pb-Zn,-20.25,140.15,Australia,
Dy,Gallium,Ga in Clastic-dominated Pb-Zn,62.23,-133.14,Canada,
Early Bird,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.73295,-122.5108,United States of America,California
East Maui,Gallium,Ga in Bauxite,20.713379,-156.189599,United States of America,Hawaii
East Sullivan,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",48.31809,-79.2014,Canada,
Eastern Tennessee,Gallium,Ga in Mississippi Valley-type,36.07666667,-83.61305556,United States of America,Tennessee
Eclipse,Gallium,Ga in Mississippi Valley-type,75.56944444,-96.19388889,Canada,
Eight Dollar Mountain,Gallium,Ga in Bauxite,42.25875,-123.6612333,United States of America,Oregon
Ekibastoz-Pavlodar,Gallium,Ga in Bauxite,51.68155,75.39338056,Kazakhstan,
Elmwood-Gordonsville district,Gallium; Germanium,Ga and Ge in Mississippi Valley-type,36.19527778,-85.93333333,United States of America,Tennessee
Elura,Gallium,Ga in Clastic-dominated Pb-Zn,-31.16138889,145.6566667,Australia,
Emerson,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.40995,-68.77327,United States of America,Maine
Essex Valley,Gallium,Ga in Bauxite,17.98358333,-77.62668333,Jamaica,
Estação,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.85935,-8.15821,Portugal,
Eufaula,Gallium,Ga in Mississippi Valley-type,31.75166667,-85.28916667,United States of America,Alabama
Fankou,Gallium; Germanium,Ga in Mississippi Valley-type; Sedimentary-exhalative Pb-Zn,25.11,113.629167,China,
Faro,Gallium,Ga in Clastic-dominated Pb-Zn,62.35666667,-133.3669444,Canada,
Filizchai,Gallium,Ga in Clastic-dominated Pb-Zn,41.71722222,46.41416667,Azerbaijan,
Filon Sur,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.22603,-3.6477,Spain,
Flambeau,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",45.514,-91.14,United States of America,Wisconsin
Flin Flon,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",54.75,-102,Canada,
Fongo-Tongo,Gallium,Ga in Bauxite,5.6041,10.08032778,Cameroon,
Fox,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",56.63537,-101.65235,Canada,
"Fria, Fria Kimbo",Gallium,Ga in Bauxite,10.40381944,-13.573325,Guinea,
Friedensville,Gallium,Ga in Mississippi Valley-type,40.55444444,-75.405,United States of America,Pennsylvania
Furutobe-Ainai,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.39847,140.71527,Japan,
Galang Island,Gallium,Ga in Bauxite,0.746861111,104.2292139,Indonesia,
Galikonda,Gallium,Ga in Bauxite,18.29387778,82.98006944,India,
Gamsberg,Gallium,Ga in Clastic-dominated Pb-Zn,-29.25194444,18.98111111,South Africa,
Gánt,Gallium,Ga in Bauxite,47.37255,18.39182778,Hungary,
Garrycam,Gallium,Ga in Mississippi Valley-type,53.65,-7.72,Ireland,
Gayna River,Gallium,Ga in Mississippi Valley-type,64.93333333,-130.6833333,Canada,
Gays River,Gallium,Ga in Mississippi Valley-type,45.02861111,-63.33888889,Canada,
Giant,Gallium,Ga in Mississippi Valley-type,49.166667,-121.033333,Canada,
Golden Grove,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",-28.77946,116.96603,Australia,
Gopher Ridge,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.954444,-120.744167,United States of America,California
Gorno,Gallium,Ga in Mississippi Valley-type,45.86361111,9.8425,Italy,
Gove,Gallium,Ga in Bauxite,-12.26324167,136.8403556,Australia,
Grand-Calumet,Gallium,Ga in Clastic-dominated Pb-Zn,45.70055556,-76.67777778,Canada,
Gray Eagle,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",41.863333,-123.371111,United States of America,California
Greens Creek,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",58.0794193,-134.6304758,United States of America,Alaska
Grum,Gallium,Ga in Clastic-dominated Pb-Zn,62.26926,-133.224426,Canada,
H.B.,Gallium,Ga in Clastic-dominated Pb-Zn,49.152222,-117.198611,Canada,
"Hall, Veneer",Gallium,Ga in Bauxite,34.24344444,-83.79700278,United States of America,Georgia
Hanaoka,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.29847,140.56528,Japan,
Hawley-Bernard,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",42.564444,-72.878333,United States of America,Massachusetts
Heath Steele B-1,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",47.28326,-66.08257,Canada,
Helicon,Gallium,Ga in Bauxite,38.353875,22.82417222,Greece,
Hillabee,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",33,-85.931944,United States of America,Alabama
Hilton,Gallium,Ga in Clastic-dominated Pb-Zn,-20.54675,139.28222,Australia,
Hixbar,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",13.21701,124.14923,Philippines,
Hochobir,Gallium,Ga in Mississippi Valley-type,46.5,14.483333,Austria,
Horne-Quemont,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",48.24999,-79.0164,Canada,
Howard's Pass,Gallium,Ga in Clastic-dominated Pb-Zn,62.56444444,-129.5272222,Canada,
Huize,Gallium; Germanium,Ga and Ge in Mississippi Valley-type,26.63388889,103.7002778,China,
Huntly,Gallium,Ga in Bauxite,-32.58491111,116.0557361,Australia,
Iberian Pyrite Belt,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.606667,-7.120556,Spain,
Iksa,Gallium,Ga in Bauxite,56.19016667,37.48572778,Russia,
Indian Creek,Gallium,Ga in Mississippi Valley-type,38.08,-90.88,United States of America,Missouri
Iron Dyke,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",45.02676,-116.85851,United States of America,Oregon
Iron King,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",34.70534,-112.09044,United States of America,Arizona
Iron Mountain,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.769444,-122.465,United States of America,California
Iszkaszentgyörgy,Gallium,Ga in Bauxite,47.26864444,18.29279722,Hungary,
Ivdel,Gallium,Ga in Bauxite,60.69785556,60.47727778,Russia,
Jamnagar,Gallium,Ga in Bauxite,21.862461,70.260059,India,
Jamu and Kashmir,Gallium,Ga in Bauxite,33.11891389,74.80903611,India,
Jarrahdale,Gallium,Ga in Bauxite,-32.32443889,116.0643917,Australia,
Jerome,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",34.750833,-112.109444,United States of America,Arizona
Jersey,Gallium,Ga in Clastic-dominated Pb-Zn,50.48983,-120.98126,Canada,
Jiashengpan,Gallium,Ga in Clastic-dominated Pb-Zn,41.230556,109.32,China,
Jinja,Gallium,Ga in Bauxite,0.433133333,33.21824722,Uganda,
João Bernardo,Gallium,Ga in Bauxite,-3.799430556,-49.62062778,Brazil,
Kal'ya,Gallium,Ga in Bauxite,60.21734444,60.001375,Russia,
Kalyanpur,Gallium,Ga in Bauxite,22.318179,69.04283,India,
Kannur,Gallium,Ga in Bauxite,12.02873889,75.20723056,India,
Kara,Gallium,Ga in Bauxite,63.64861111,62.10972222,Russia,
Karpinsk,Gallium,Ga in Bauxite,59.74873056,59.95768611,Russia,
Kasli,Gallium,Ga in Bauxite,55.87981389,60.75465,Russia,
Katni,Gallium,Ga in Bauxite,23.81290556,80.38650833,India,
Kauai,Gallium,Ga in Bauxite,22.05924167,-159.502275,United States of America,Hawaii
Keel,Gallium,Ga in Mississippi Valley-type,53.65,-7.73,Ireland,
Kendall Core,Gallium,Ga in Bauxite,18.07298056,-77.50114444,Jamaica,
Keystone,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.9842358,-120.647827,United States of America,California
Khiona,Gallium,Ga in Bauxite,38.54288611,22.608725,Greece,
Kholodnina,Gallium,Ga in Clastic-dominated Pb-Zn,55.8802,109.7535,Russia,
Khusib Springs,Gallium,Ga in Clastic-dominated Pb-Zn,-19.42611111,18.02194444,Namibia,
Kibi,Gallium,Ga in Bauxite,6.162069445,-0.592302778,Ghana,
Kidd Creek,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",48.69,-81.366667,Canada,
Kijang,Gallium,Ga in Bauxite,0.959913889,104.4938889,Indonesia,
Kindia,Gallium,Ga in Bauxite,9.88965,-13.11112222,Guinea,
Kipushi,Gallium; Germanium,Ga and Ge in Kipushi Zn-Pb-Cu,-11.769444,27.235556,Democratic Republic of the Congo,
Kokpatas,Gallium,Ga in Bauxite,42.26396111,63.90020556,Uzbekistan,
Kolhapur,Gallium,Ga in Bauxite,16.69049444,74.26135278,India,
Koraput,Gallium,Ga in Bauxite,18.56535278,82.96453889,India,
Kotagiri,Gallium,Ga in Bauxite,11.43,76.88,India,
Koushk,Gallium,Ga in Clastic-dominated Pb-Zn,31.748831,55.767719,Iran,
Kozhim,Gallium,Ga in Bauxite,64.95484167,59.61809722,Russia,
Kozyreevsky,Gallium,Ga in Bauxite,56.048575,159.8814722,Russia,
Krasnaya Shapochka,Gallium,Ga in Bauxite,60.16779444,59.99115556,Russia,
Krasnovishersk,Gallium,Ga in Bauxite,60.413475,57.13754722,Russia,
Krasny Oktyabr,Gallium,Ga in Bauxite,47.64007222,38.05101389,Ukraine,
Kulga,Gallium,Ga in Bauxite,54.46770556,36.25302222,Russia,
Kunitomi,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",43.008333,140.658333,Japan,
Kunmin,Gallium,Ga in Bauxite,24.87756,102.821176,China,
Kutch-Kathiawar,Gallium,Ga in Bauxite,23.665519,70.731853,India,
Kutcho Creek,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",58.2,-128.366667,Canada,
La Zarza,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.69933,-6.89821,Spain,
Lady Loretta,Gallium,Ga in Clastic-dominated Pb-Zn,-19.7675,139.07,Australia,
Lages,Gallium,Ga in Bauxite,-27.81131667,-50.31685556,Brazil,
Lake Monte,Gallium,Ga in Mississippi Valley-type,50.5172,-119.7999,Canada,
"Langshon, Lang Sen",Gallium,Ga in Bauxite,21.87496389,106.7501667,Vietnam,
Lanjigarh,Gallium,Ga in Bauxite,19.711275,83.39861667,India,
Laochang,Gallium; Indium; Germanium,"Ga, Ge, and In in Volcanogenic Massive Sulfide, Kuroko type",22.741667,99.725,China,
Lelydorp,Gallium,Ga in Bauxite,5.648241667,-55.21246111,Suriname,Guyana
Lijiagou,Gallium,Ga in Clastic-dominated Pb-Zn,33.97944444,105.6911111,China,
Limonitovoye,Gallium,Ga in Clastic-dominated Pb-Zn,58.24,93.19,Russia,
Lisheen,Gallium; Germanium,Ga in Clastic-dominated Pb-Zn; Irish-type,52.75916667,-7.711388889,Ireland,
Little Red Mountain,Gallium,Ga in Bauxite,39.91,-123.67,United States of America,California
Lohardaga,Gallium,Ga in Bauxite,23.445695,84.691618,India,
Lokken,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",63.133333,9.7,Norway,
Los Islands,Gallium,Ga in Bauxite,9.475133334,-13.74875833,Guinea,
Loz'va,Gallium,Ga in Bauxite,59.44646944,62.36554722,Russia,
Mackat,Gallium,Ga in Bauxite,43.842483,19.807397,Serbia,
Magmont-West,Gallium,Ga in Mississippi Valley-type,37.637373,-91.129725,United States of America,Missouri
Mammoth,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.76113,-122.45363,United States of America,California
Manchester,Gallium,Ga in Bauxite,18.0699,-77.55269722,Jamaica,
Marchinbar Island,Gallium,Ga in Bauxite,-11.26640278,136.6224167,Australia,
Martap,Gallium,Ga in Bauxite,6.894244445,13.0476,Cameroon,
Masatdagi,Gallium,Ga in Bauxite,36.575423,32.046969,Turkey,
Mavrovouni,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",34.933333,32.866667,Cyprus,
Maxer Baenke,Gallium,Ga in Mississippi Valley-type,46.633333,13.666667,Austria,
McArthur River,Gallium,Ga in Clastic-dominated Pb-Zn,-16.43277778,136.9958333,Australia,
Mehdiabad,Gallium,Ga in Mississippi Valley-type; Clastic-dominated,31.033056,55.280556,Iran,
Mengxing,Gallium,Ga in Mississippi Valley-type,23.866667,99.183333,China,
Metalline district,Gallium,Ga in Mississippi Valley-type,48.88222222,-117.3608333,United States of America,Washington
Mežica,Gallium,Ga in Mississippi Valley-type,46.51444444,14.85222222,Slovenia,
Milan,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.56523,-71.25361,United States of America,New Hampshire
Minim,Gallium,Ga in Bauxite,6.968122222,12.87010833,Cameroon,
Mitchell Plateau,Gallium,Ga in Bauxite,-15.22181944,125.9908333,Australia,
Mochia,Gallium,Ga in Clastic-dominated Pb-Zn,24.36,73.72,India,
Moengo-Ricanau,Gallium,Ga in Bauxite,5.570833334,-54.2785,Suriname,Guyana
Mofjellet,Gallium,Ga in Clastic-dominated Pb-Zn,66.2833,14.2,Norway,
Moinho,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.86685,-8.16491,Portugal,
Mokanpura North,Gallium,Ga in Clastic-dominated Pb-Zn,25,74.13,India,
Monarch-Kicking Horse,Gallium,Ga in Mississippi Valley-type,51.42388889,-116.4472222,Canada,
Monghyr,Gallium,Ga in Bauxite,25.378563,86.509521,India,
Mons Cupri,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",-20.9966,117.99936,Australia,
Morro Agudo,Gallium,Ga in Clastic-dominated Pb-Zn,-17.50388889,-46.82083333,Brazil,
Moss Vale,Gallium,Ga in Bauxite,-34.53501389,150.3670222,Australia,
Motoyama,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",43.92753,142.73597,Japan,
Mount Chase,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.4644,-68.7111,United States of America,Maine
Mount Ejuanema,Gallium,Ga in Bauxite,6.566513889,-0.76665,Ghana,
Mount Read,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",-41.833333,145.533333,Australia,
Mount Saddleback,Gallium,Ga in Bauxite,-32.93969444,116.4577639,Australia,
Mousoulos,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",34.79088,33.25951,Cyprus,
Moyvoughly,Gallium,Ga in Mississippi Valley-type,53.45,-7.68,Ireland,
Myra Falls,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",49.575556,-125.595833,Canada,
Nancy Island,Gallium,Ga in Mississippi Valley-type,51.7999999,-123.5499999,Canada,
Nandana,Gallium,Ga in Bauxite,22.122053,69.291325,India,
Nanisivik,Gallium,Ga in Mississippi Valley-type,73.06166667,-84.50833333,Canada,
Nanting,Gallium,Ga in Bauxite,36.543061,120.127011,China,
Nassau Mountains,Gallium,Ga in Bauxite,4.86355,-54.63029167,Suriname,Guyana
Naurzum,Gallium,Ga in Bauxite,51.51600833,64.51695556,Kazakhstan,
Navan,Gallium,Ga in Clastic-dominated Pb-Zn; Mississippi Valley-type,53.65444444,-6.715277777,Ireland,
New Brunswick No. 12,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",47.478889,-65.892222,Canada,
New Georgia Group,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",32.779743,-83.374064,United States of America,Georgia
Newfoundland Zinc,Gallium,Ga in Mississippi Valley-type,50.28,-57.47,Canada,
Newton,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",38.34157,-120.88713,United States of America,California
Nickel Mountain,Gallium,Ga in Bauxite,42.96507778,-123.4398833,United States of America,Oregon
Niujiaotang,Gallium,Ga in Mississippi Valley-type,26.23583333,107.6652778,China,
Nizhnie Ser'gi,Gallium,Ga in Bauxite,56.67741111,59.28266111,Russia,
North Haven,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.1297789,-68.8741499,United States of America,Maine
North Keystone,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.98712,-120.64768,United States of America,California
North Kottavalasa,Gallium,Ga in Bauxite,17.90858611,83.23216389,India,
Northern Arkansas,Gallium,Ga in Mississippi Valley-type,36.340833,-92.807778,United States of America,Arkansas
Novo-Kalinskaya,Gallium,Ga in Bauxite,60.198875,59.97500556,Russia,
Obrovac,Gallium,Ga in Bauxite,45.32054722,19.34977222,Serbia,
Obukhovo,Gallium,Ga in Bauxite,54.24696111,85.78156389,Russia,
Old Lead Belt,Gallium,Ga in Mississippi Valley-type,37.89583333,-90.5225,United States of America,Missouri
Oldcastle,Gallium,Ga in Mississippi Valley-type,53.773199,-7.164211,Ireland,
Onverdacht,Gallium,Ga in Bauxite,5.591986111,-55.1103,Suriname,Guyana
Orange & Gove,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",43.8833,-72.35366,United States of America,Vermont
Orange Point,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",58.92282,-137.00212,United States of America,Alaska
Orsk,Gallium,Ga in Bauxite,51.2962,58.44730556,Russia,
Ouro Prêto,Gallium,Ga in Bauxite,-20.20003333,-43.48415556,Brazil,
Ouse-Saint Leonards,Gallium,Ga in Bauxite,-42.42134722,146.5262583,Australia,
Ozernoe,Gallium,Ga in Clastic-dominated Pb-Zn,52.5,112.5,Russia,
Padurea Craiului,Gallium,Ga in Bauxite,46.91594167,22.51218611,Romania,
Paedang,Gallium,Ga in Mississippi Valley-type,16.66138889,98.66194444,Thailand,
Palamau,Gallium,Ga in Bauxite,24.128472,84.185708,India,
Palni Hills,Gallium,Ga in Bauxite,10.197725,77.50138056,India,
Paragominos,Gallium,Ga in Bauxite,-11.69025278,-49.07735833,Brazil,
Parys Mountain,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",53.38654,-4.34122,Great Britain,
Pavlodar,Gallium,Ga in Bauxite,52.262125,77.08035,Kazakhstan,
Pavolovskoye,Gallium,Ga in Mississippi Valley-type,72.92,55.17,Russia,
Pecos,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",35.7591984,-105.668906,United States of America,New Mexico
Pelican,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",45.59694,-89.295,United States of America,Wisconsin
Penn,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",38.23019,-120.87491,United States of America,California
Pering,Gallium,Ga in Mississippi Valley-type,-27.43055556,24.26972222,South Africa,
Pillara,Gallium,Ga in Mississippi Valley-type,-18.3075,125.772222,Australia,
Pine Point,Gallium,Ga in Mississippi Valley-type,60.83222222,-114.4488889,Canada,
Pita-Labé,Gallium,Ga in Bauxite,11.35798611,-12.46091944,Guinea,
Plesetsk,Gallium,Ga in Bauxite,62.65096944,40.39313333,Russia,
Poço de Caldas,Gallium,Ga in Bauxite,-21.86086944,-46.58583611,Brazil,
Pocuta,Gallium,Ga in Bauxite,44.23849,19.746476,Serbia,
Polaris,Gallium,Ga in Mississippi Valley-type,75.38777778,-96.93111111,Canada,
Portel,Gallium,Ga in Clastic-dominated Pb-Zn,38.3088689,-7.7047438,Portugal,
Porto Trombetas,Gallium,Ga in Bauxite,-1.679380556,-56.44824167,Brazil,
Pripyat,Gallium,Ga in Bauxite,51.34036111,29.945525,Ukraine,
Pulaski-Saline,Gallium,Ga in Bauxite,34.67905278,-92.27584444,United States of America,Arkansas
Puzla,Gallium,Ga in Bauxite,62.42943333,54.68013889,Russia,
Pyhäsalmi,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",63.65771,25.05159,Finland,
Qingchengzi,Gallium,Ga in Clastic-dominated Pb-Zn,40.73,123.59,China,
Queyang,Gallium,Ga in Bauxite,26.659226,106.590368,China,
Quoddy,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.9295235,-67.0302577,United States of America,Maine
Raibl,Gallium,Ga in Mississippi Valley-type,46.44111111,13.57138889,Italy,
Raibl Bed,Gallium,Ga in Mississippi Valley-type,47.278917,11.257694,Austria,
Rajpura-Dariba,Gallium,Ga in Clastic-dominated Pb-Zn,24.95027778,74.13388889,India,
Rakkejaur,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",64.86534,20.33652,Sweden,
Rammelsberg,Gallium; Barite,Ga in Clastic-dominated Pb-Zn; Bedded-sedimentary,51.89055556,10.41944444,Germany,
Rampura-Agucha,Gallium,Ga in Clastic-dominated Pb-Zn,25.83222222,74.73861111,India,
Ranchi,Gallium,Ga in Bauxite,24.655303,84.577243,India,
Red Flats,Gallium,Ga in Bauxite,42.35222222,-124.2983333,United States of America,Oregon
Reeves-MacDonald,Gallium,Ga in Clastic-dominated Pb-Zn,49.03027778,-117.3441667,Canada,
Reocin,Gallium,Ga in Mississippi Valley-type,43.345,-4.084722222,Spain,
Riau Archipelago,Gallium,Ga in Bauxite,0.241588889,101.7478056,Indonesia,
Rio Tinto,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.69275,-6.59629,Spain,
Robb Lake,Gallium,Ga in Mississippi Valley-type,56.93,-123.7130556,Canada,
Rosh Pinah,Gallium,Ga in Clastic-dominated Pb-Zn,-27.95055556,16.76444444,Namibia,
Roura Mountains,Gallium,Ga in Bauxite,4.726055556,-52.30928333,French Guyana,
Ruby Creek (Bornite),Gallium,Ga in Kipushi Cu-Zn,67.062778,-156.946944,United States of America,Alaska
Ruby Lake,Gallium,Ga in Mississippi Valley-type,54.09990199,-122.9863444,Canada,
Russell Cove,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",58.94142,-136.81742,United States of America,Alaska
Ruttan,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",56.47507,-99.63778,Canada,
Saint Ann,Gallium,Ga in Bauxite,18.32758611,-77.24038611,Jamaica,
Saint Catherine,Gallium,Ga in Bauxite,18.03458056,-77.05601111,Jamaica,
Saint Elizabeth,Gallium,Ga in Bauxite,17.96386111,-77.62078333,Jamaica,
Saladipura,Gallium,Ga in Clastic-dominated Pb-Zn,27.65,75.53,India,
Salafossa,Gallium,Ga in Mississippi Valley-type,46.56694444,12.58333333,Italy,
Salem,Gallium,Ga in Bauxite,11.70316111,78.12196667,India,
Sambalpur,Gallium,Ga in Bauxite,21.48774167,83.98041667,India,
San Antonio,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",41.329444,0.872778,Spain,
Sangaredi,Gallium,Ga in Bauxite,11.09383056,-13.76755556,Guinea,
Santa Lucia,Gallium,Ga in Clastic-dominated Pb-Zn,22.64277778,-83.95583333,Cuba,
São João del Rei,Gallium,Ga in Bauxite,-21.11451944,-44.20945,Brazil,
Schmalgraf,Gallium,Ga in Mississippi Valley-type,50.697222,5.986389,Belgium,
Schugorsk,Gallium,Ga in Bauxite,61.64726944,50.85297778,Russia,
Severoural'sk,Gallium,Ga in Bauxite,60.13513333,59.95301667,Russia,
Seydisehir,Gallium,Ga in Bauxite,37.44933056,31.87819722,Turkey,
Shasta King,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.73291,-122.49721,United States of America,California
Shchuchinsky,Gallium,Ga in Bauxite,52.92473611,70.16994444,Kazakhstan,
Shevaroy Hills,Gallium,Ga in Bauxite,11.82708056,78.22783056,India,
Shimkent,Gallium,Ga in Bauxite,42.2945,69.61825556,Kazakhstan,
Silesia-Krakow,Gallium,Ga in Mississippi Valley-type,50.35,18.966667,Poland,
Silver Basin,Gallium,Ga in Mississippi Valley-type,63.9625,-135.1616667,Canada,
Silvermines,Gallium; Germanium,Ga in Clastic-dominated Pb-Zn; Mississippi Valley-type; Sedimentary exhalative Pb-Zn,52.78972222,-8.254444445,Ireland,
Sindesar,Gallium,Ga in Clastic-dominated Pb-Zn,25.003611,74.145556,India,
Smartville,Gallium,"Ga in Volcanogenic Massive Sulfide, Cypress type",39.175,-121.291667,United States of America,California
Snake River,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",45.507778,-116.561667,United States of America,Oregon
Sokolovo,Gallium,Ga in Bauxite,57.20455833,35.33074167,Russia,
Sorby Hills,Gallium,Ga in Mississippi Valley-type,-15.44277778,128.9588889,Australia,
Sos'va-Salekhard,Gallium,Ga in Bauxite,63.930225,61.46754167,Russia,
Sotiel,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",37.39934,-6.52822,Spain,
South Kottavalasa,Gallium,Ga in Bauxite,17.90695,83.20467222,India,
Southeast Missouri Pb-Zn district,Gallium,Ga in Mississippi Valley-type,37.63290997,-90.72406571,United States of America,Missouri
Standing Pond,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",43.156375,-72.290946,United States of America,New Hampshire
Stowell,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.71235,-122.51554,United States of America,California
Sulat,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",11.80045,125.38251,Philippines,
Sullivan,Gallium,Ga in Clastic-dominated Pb-Zn,49.70833333,-116.0055556,Canada,
Sumdum,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",57.784722,-133.450833,United States of America,Alaska
Surguja,Gallium,Ga in Bauxite,21.24928611,81.60755,India,
Sutro,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.78124,-122.46443,United States of America,California
Swim,Gallium,Ga in Clastic-dominated Pb-Zn,62.21,-133.03,Canada,
Tambourine,Gallium,Ga in Bauxite,-27.85643611,153.1143639,Australia,
Tapley,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",44.36813,-68.74082,United States of America,Maine
Tatestown,Gallium,Ga in Mississippi Valley-type,53.686597,-6.709456,Ireland,
Tayan,Gallium,Ga in Bauxite,0.149991667,110.7984333,Indonesia,
Tekeli,Gallium,Ga in Clastic-dominated Pb-Zn,44.81083333,78.86194444,Kazakhstan,
Tikhvin,Gallium,Ga in Bauxite,59.53846944,33.66426389,Russia,
Timsher,Gallium,Ga in Bauxite,62.23832778,55.118825,Russia,
Topla,Gallium,Ga in Mississippi Valley-type,46.4667,14.8,Slovenia,
Tougué,Gallium,Ga in Bauxite,11.49151389,-11.80476944,Guinea,
Touissit-Bou Beker-El Abed,Gallium,Ga in Mississippi Valley-type,32.82361111,-4.9375,Morocco,
Tran,Gallium,Ga in Bauxite,42.83610278,22.65011389,Bulgaria,
